Unnamed: 0,text,code,task_id,modified
928,This is  a function to count repeated items of a tuple.,"```
#include <iostream>
#include <tuple>
#include <cassert>
#include <unordered_map>

// Helper function to count occurrences of items in the tuple
template <typename T>
void countHelper(const T& item, std::unordered_map<T, int>& counts) {
    counts[item]++;
}

// Recursive function to count occurrences of items in the tuple
template <typename Tuple, std::size_t Index = 0>
void countOccurrencesImpl(const Tuple& t, std::unordered_map<int, int>& counts) {
    if constexpr (Index < std::tuple_size<Tuple>::value) {
        countHelper(std::get<Index>(t), counts);
        countOccurrencesImpl<Tuple, Index + 1>(t, counts);
    }
}

// Main function to count the repeated items in the tuple
template <typename... Args>
int countRepeatedItems(const std::tuple<Args...>& t) {
    std::unordered_map<int, int> counts;
    countOccurrencesImpl(t, counts);

    int maxCount = 0;
    for (const auto& pair : counts) {
        if (pair.second > maxCount) {
            maxCount = pair.second;
        }
    }
    return maxCount;
}```",929," [
    assert(countRepeatedItems(std::tuple<int, int, int, int>{1, 2, 2, 3}) == 2);  ,
    assert(countRepeatedItems(std::tuple<int, int, int, int, int>{5, 5, 5, 6, 7}) == 3);  ,
    assert(countRepeatedItems(std::tuple<int, int, int>{8, 9, 10}) == 1);  ]"
929,This is  a function that matches a string that has an a followed by zero or more bs by using regex.,"```
#include <iostream>
#include <regex>
#include <string>

std::string text_match(const std::string& text) {
    std::regex patterns(""ab*?"");
    if (std::regex_search(text, patterns)) {
        return ""Found a match!"";
    } else {
        return ""Not matched!"";
    }
}
```",930,"[assert(text_match(""msb"") == ""Not matched!"");, assert(text_match(""a0c"") == ""Found a match!"");, assert(text_match(""abbc"") == ""Found a match!"");]"
930,This is  a function to calculate the sum of series 1³+2³+3³+….+n³.,"```
#include <cmath>

double sum_series(double number) {
    double total = 0;
    total = pow((number * (number + 1)) / 2, 2);
    return total; // returning total twice as a pair
}```",931,"[assert(sum_series(7) == 784);, assert(sum_series(5) == 225);, assert(sum_series(15) == 14400);]"
931,This is  a function to remove duplicate words from a given list of strings.,"```
#include <vector>
#include <algorithm>
#include <cassert>

std::vector<int> removeDuplicList(const std::vector<int>& l) {
    std::vector<int> temp;
    for (int x : l) {
        if (std::find(temp.begin(), temp.end(), x) == temp.end()) {
            temp.push_back(x);
        }
    }
    return temp;
}```",932,"[assert(removeDuplicList({ 1, 2, 3, 4, 2 }) == std::vector<int>({ 1, 2, 3, 4 }));, assert(removeDuplicList({ 1, 2, 3, 4, 2, 5 }) == std::vector<int>({ 1, 2, 3, 4, 5 }));, assert(removeDuplicList({ 1, 2, 3, 4, 2, 5, 6, 6 }) == std::vector<int>({ 1, 2, 3, 4, 5, 6 }));]"
932,This is  a function to convert camel case string to snake case string by using regex.,"```
#include <iostream>
#include <regex>
#include <string>
#include <cctype>

std::string camel_to_snake(const std::string& text) {
    std::string str1 = std::regex_replace(text, std::regex(""(.)([A-Z][a-z]+)""), ""$1_$2"");
    return std::regex_replace(str1, std::regex(""([a-z0-9])([A-Z])""), ""$1_$2"");
}

int main() {
    std::string text = ""ExampleCamelCaseString"";
    std::cout << camel_to_snake(text) << std::endl;
    return 0;
}
```",933,"[assert(camel_to_snake(""GoogleAssistant"") == ""google_assistant"");, assert(camel_to_snake(""ChromeCast"") == ""chrome_cast"");, assert(camel_to_snake(""QuadCore"") == ""quad_core"");]"
933,This is  a function to find the nth delannoy number.,"```
#include <string>
#include <regex>
#include <cassert>

std::string camelToSnake(const std::string& text) {
    std::string str1 = std::regex_replace(text, std::regex(""(.)([A-Z][a-z]+)""), ""$1_$2"");
    str1 = std::regex_replace(str1, std::regex(""([a-z0-9])([A-Z])""), ""$1_$2"");
    for (char& ch : str1) {
        ch = std::tolower(ch);
    }
    return str1;
}```",934,"[assert(camelToSnake(""GoogleAssistant"") == ""google_assistant"");, assert(camelToSnake(""ChromeCast"") == ""chrome_cast"");, assert(camelToSnake(""QuadCore"") == ""quad_core"");]"
934,This is  a function to calculate the sum of series 1²+2²+3²+….+n².,"```
#include <iostream>
using namespace std;

double series_sum(int number) {
    double total = 0;
    total = (number * (number + 1) * (2 * number + 1)) / 6.0;
    return total;
}```",935,"[assert(series_sum(6) == 91);, assert(series_sum(7) == 140);, assert(series_sum(12) == 650);]"
935,This is  a function to re-arrange the given tuples based on the given ordered list.,"```
#include <iostream>
#include <vector>
#include <map>
#include <string>
#include <cassert>
#include <utility> // For std::pair

using namespace std;

// Function to rearrange tuples based on the order list
vector<pair<string, int>> reArrangeTuples(const vector<pair<string, int>>& testList, const vector<string>& ordList) {
    map<string, int> temp;
    for (const auto& entry : testList) {
        temp[entry.first] = entry.second;
    }

    vector<pair<string, int>> res;
    for (const auto& key : ordList) {
        if (temp.find(key) != temp.end()) {
            res.emplace_back(key, temp[key]);
        }
    }

    return res;
}

// Function to convert a 2D array to a list of pairs
vector<pair<string, int>> intArrayToList(const vector<vector<int>>& array) {
    vector<pair<string, int>> list;
    for (const auto& pair : array) {
        list.emplace_back(to_string(pair[0]), pair[1]);
    }
    return list;
}

// Test helper function to check equality of two vectors of pairs
bool areEqual(const vector<pair<string, int>>& a, const vector<pair<string, int>>& b) {
    return a == b;
}```",936,"[assert(areEqual( reArrangeTuples( intArrayToList({ {4, 3}, {1, 9}, {2, 10}, {3, 2} }), { ""1"", ""4"", ""2"", ""3"" } ), intArrayToList({ {1, 9}, {4, 3}, {2, 10}, {3, 2} }) ));, assert(areEqual( reArrangeTuples( intArrayToList({ {5, 4}, {2, 10}, {3, 11}, {4, 3} }), { ""3"", ""4"", ""2"", ""3"" } ), intArrayToList({ {3, 11}, {4, 3}, {2, 10}, {3, 11} }) ));, assert(areEqual( reArrangeTuples( intArrayToList({ {6, 3}, {3, 8}, {5, 7}, {2, 4} }), { ""2"", ""5"", ""3"", ""6"" } ), intArrayToList({ {2, 4}, {5, 7}, {3, 8}, {6, 3} }) ));]"
936,This is  a function to count the most common character in a given string.,"```
#include <iostream>
#include <unordered_map>
#include <string>


using namespace std;

char maxChar(const string& str) {
    unordered_map<char, int> temp;

    // Count frequency of each character
    for (char ch : str) {
        temp[ch]++;
    }

    // Find the character with the maximum frequency
    char maxChar = str[0];
    for (const auto& pair : temp) {
        if (pair.second > temp[maxChar]) {
            maxChar = pair.first;
        }
    }

    return maxChar;
}```",937,"[assert(maxChar(""hello world"") == \l\ && ""Expected \l\ but got something else"");, assert(maxChar(""hello "") == \l\ && ""Expected \l\ but got something else"");, assert(maxChar(""python pr"") == \p\ && ""Expected \p\ but got something else"");]"
937,This is  a function to find three closest elements from three sorted arrays.,"```
#include <iostream>
#include <vector>
#include <limits>

std::tuple<int, int, int> find_closet(const std::vector<int>& A, const std::vector<int>& B, const std::vector<int>& C, int p, int q, int r) {
    int diff = std::numeric_limits<int>::max();
    int res_i = 0, res_j = 0, res_k = 0;
    int i = 0, j = 0, k = 0;

    while (i < p && j < q && k < r) {
        int minimum = std::min(A[i], std::min(B[j], C[k]));
        int maximum = std::max(A[i], std::max(B[j], C[k]));
        
        if (maximum - minimum < diff) {
            res_i = i;
            res_j = j;
            res_k = k;
            diff = maximum - minimum;
        }
        if (diff == 0) {
            break;
        }
        if (A[i] == minimum) {
            i++;
        } else if (B[j] == minimum) {
            j++;
        } else {
            k++;
        }
    }
    
    return std::make_tuple(A[res_i], B[res_j], C[res_k]);
}
```",938,"[assert((findClosest({ 1, 4, 10 }, { 2, 15, 20 }, { 10, 12 }) == vector<int>{10, 15, 10}));, assert((findClosest({ 20, 24, 100 }, { 2, 19, 22, 79, 800 }, { 10, 12, 23, 24, 119 }) == vector<int>{24, 22, 23}));, assert((findClosest({ 2, 5, 11 }, { 3, 16, 21 }, { 11, 13 }) == vector<int>{11, 16, 11}));]"
938,This is  a function to sort a list of dictionaries using lambda function.,"```
// Helper function to convert a string to lowercase
string toLower(const string& str) {
    string result = str;
    transform(result.begin(), result.end(), result.begin(), ::tolower);
    return result;
}

// Function to sort models by the ""color"" field (case-insensitive)
vector<map<string, string>> sortedModels(const vector<map<string, string>>& models) {
    // Create a copy of the input list to avoid modifying it
    vector<map<string, string>> sortedList = models;

    // Sort the list based on the ""color"" field
    sort(sortedList.begin(), sortedList.end(), [](const map<string, string>& a, const map<string, string>& b) {
        return toLower(a.at(""color"")) < toLower(b.at(""color""));
    });

    return sortedList;
}```",939,"[assert((sortedModels({ {{""make"", ""Nokia""}, {""model"", ""216""}, {""color"", ""Black""}}, {{""make"", ""Mi Max""}, {""model"", ""2""}, {""color"", ""Gold""}}, {{""make"", ""Samsung""}, {""model"", ""7""}, {""color"", ""Blue""}} }) == vector<map<string, string>>{ { {""make"", ""Nokia""}, { ""model"", ""216"" }, { ""color"", ""Black"" }}, { {""make"", ""Samsung""}, {""model"", ""7""}, {""color"", ""Blue""} }, { {""make"", ""Mi Max""}, {""model"", ""2""}, {""color"", ""Gold""} } }));, assert((sortedModels({ {{""make"", ""Vivo""}, {""model"", ""20""}, {""color"", ""Blue""}}, {{""make"", ""oppo""}, {""model"", ""17""}, {""color"", ""Gold""}}, {{""make"", ""Apple""}, {""model"", ""11""}, {""color"", ""red""}} }) == vector<map<string, string>>{ { {""make"", ""Vivo""}, { ""model"", ""20"" }, { ""color"", ""Blue"" }}, { {""make"", ""oppo""}, {""model"", ""17""}, {""color"", ""Gold""} }, { {""make"", ""Apple""}, {""model"", ""11""}, {""color"", ""red""} } }));, assert((sortedModels({ {{""make"", ""micromax""}, {""model"", ""40""}, {""color"", ""grey""}}, {{""make"", ""poco""}, {""model"", ""60""}, {""color"", ""blue""}} }) == vector<map<string, string>>{ { {""make"", ""poco""}, { ""model"", ""60"" }, { ""color"", ""blue"" }}, { {""make"", ""micromax""}, {""model"", ""40""}, {""color"", ""grey""} } }));]"
939,This is  a function to sort the given array by using heap sort.,"```
#include <iostream>
#include <vector>
#include <cassert>
#include <algorithm> // for std::equal

using namespace std;

// Function prototypes
vector<int> heapSort(vector<int> arr);
void heapify(vector<int> arr);
void shiftDown(vector<int> arr, int start, int end);
void swap(vector<int> arr, int i, int j);

vector<int> heapSort(vector<int> arr) {
    heapify(arr);
    int end = arr.size() - 1;
    while (end > 0) {
        swap(arr, end, 0);
        shiftDown(arr, 0, end - 1);
        end--;
    }
    return arr;
}

void heapify(vector<int> arr) {
    int start = arr.size() / 2 - 1;
    while (start >= 0) {
        shiftDown(arr, start, arr.size() - 1);
        start--;
    }
}

void shiftDown(vector<int> arr, int start, int end) {
    int root = start;
    while (root * 2 + 1 <= end) {
        int child = root * 2 + 1;
        if (child + 1 <= end && arr[child] < arr[child + 1]) {
            child++;
        }
        if (arr[root] < arr[child]) {
            swap(arr, root, child);
            root = child;
        }
        else {
            return;
        }
    }
}

void swap(vector<int> arr, int i, int j) {
    int temp = arr[i];
    arr[i] = arr[j];
    arr[j] = temp;
}```",940,"[assert((heapSort(vector<int>{12, 2, 4, 5, 2, 3}) == vector<int>{2, 2, 3, 4, 5, 12}));, assert((heapSort(vector<int>{32, 14, 5, 6, 7, 19}) == vector<int>{5, 6, 7, 14, 19, 32}));, assert((heapSort(vector<int>{21, 15, 29, 78, 65}) == vector<int>{15, 21, 29, 65, 78}));]"
941,This is  a function to check if any list element is present in the given list.,"```
#include <vector>
#include <tuple>
#include <algorithm>

bool check_element(const std::tuple<int, int, int, int, int>& elems, const std::vector<int>& checks) {
    // Convert tuple to a vector for easy searching
    std::vector<int> elems_vec = { std::get<0>(elems), std::get<1>(elems), std::get<2>(elems), std::get<3>(elems), std::get<4>(elems) };

    for (int check : checks) {
        if (std::count(elems_vec.begin(), elems_vec.end(), check) > 0) {
            return true;
        }
    }
    return false;
}```",942,"[assert(check_element(std::make_tuple(4, 5, 7, 9, 3), { 6, 7, 10, 11 }) == true);, assert(check_element(std::make_tuple(3, 2, 1, 4, 5), { 9, 8, 7, 6 }) == false);]"
942,This is  a function to combine two given sorted lists using heapq module.,"```
#include <vector>

std::vector<int> combine_lists(const std::vector<int>& a, const std::vector<int>& b) {
    std::vector<int> result;
    size_t i = 0, j = 0;

    while (i < a.size() && j < b.size()) {
        if (a[i] < b[j]) {
            result.push_back(a[i++]);
        }
        else {
            result.push_back(b[j++]);
        }
    }

    while (i < a.size()) {
        result.push_back(a[i++]);
    }

    while (j < b.size()) {
        result.push_back(b[j++]);
    }

    return result;
}
```",943,"[assert(combine_lists({ 1, 3, 5, 7, 9, 11 }, { 0, 2, 4, 6, 8, 10 }) == std::vector<int>({ 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11 }));, assert(combine_lists({ 1, 3, 5, 6, 8, 9 }, { 2, 5, 7, 11 }) == std::vector<int>({ 1, 2, 3, 5, 5, 6, 7, 8, 9, 11 }));, assert(combine_lists({ 1, 3, 7 }, { 2, 4, 6 }) == std::vector<int>({ 1, 2, 3, 4, 6, 7 }));]"
943,This is  a function to separate and print the numbers and their position of a given string.,"```

#include <cassert>
#include <iostream>
#include <regex>
#include <string>
#include <vector>

std::vector<int> numPosition(const std::string& text) {
    std::regex pattern(R""(\d+)"");  // Matches a sequence of digits
    std::smatch match;
    std::vector<int> positions;

    // Find all occurrences of numbers and store their positions
    auto begin = text.cbegin();
    while (std::regex_search(begin, text.cend(), match, pattern)) {
        positions.push_back(match.position());
        begin = match[0].second; // Move the search start after the current match
    }

    return positions;
}

void assertEqual(const std::vector<int>& result, const std::vector<int>& expected) {
    assert(result == expected && ""Test failed!"");
}```",944,"[""assertEqual(numPosition(""there are 70 flats in this apartment""), {10});"",
    ""assertEqual(numPosition(""every adult have 32 teeth""), {17});"",
    ""assertEqual(numPosition(""isha has 79 chocolates in her bag""), {9});""]"
944,This is  a function to convert the given tuples into set.,"```
#include <iostream>
#include <set>
#include <vector>
#include <algorithm>

std::set<std::string> tupleToSet(const std::vector<std::string>& t) {
    std::set<std::string> s;
    for (const auto& element : t) {
        s.insert(element);
    }
    return s;
}

void assertEqual(const std::set<std::string>& result, const std::set<std::string>& expected) {
    assert(result == expected && ""Test failed!"");
}```",945,"[""assertEqual(tupleToSet({ ""x"", ""y"", ""z"" }), { ""y"", ""x"", ""z"" });"",

    
    ""assertEqual(tupleToSet({ ""a"", ""b"", ""c"" }), { ""c"", ""a"", ""b"" });"",

   
    ""assertEqual(tupleToSet({ ""z"", ""d"", ""e"" }), { ""d"", ""e"", ""z"" });""]"
945,This is  a function to find the most common elements and their counts of a specified text.,"```
#include <iostream>
#include <string>
#include <vector>
#include <unordered_map>
#include <algorithm>

std::vector<std::pair<char, int>> most_common_elem(const std::string& str, int n) {
    std::unordered_map<char, int> counts;
    for (char c : str) {
        counts[c]++;
    }

    std::vector<std::pair<char, int>> sorted_counts(counts.begin(), counts.end());
    std::sort(sorted_counts.begin(), sorted_counts.end(), [](const auto& a, const auto& b) {
        return a.second > b.second;
        });

    if (n > sorted_counts.size()) n = sorted_counts.size();
    return std::vector<std::pair<char, int>>(sorted_counts.begin(), sorted_counts.begin() + n);
}

bool operator==(const std::vector<std::pair<char, int>>& v1, const std::vector<std::pair<char, int>>& v2) {
    if (v1.size() != v2.size()) return false;
    for (size_t i = 0; i < v1.size(); ++i) {
        if (v1[i] != v2[i]) return false;
    }
    return true;
}```",946,"[assert((most_common_elem(""lkseropewdssafsdfafkpwe"", 2) == std::vector<std::pair<char, int>>{ {\s\, 4}, { \e\, 3 } }));]"
